index	Ontology	GO id	GO term	value	pval	qval
12699	BP	GO:0021781	glial cell fate commitment	4	1.0	1.0
12700	BP	GO:0010845	positive regulation of reciprocal meiotic recombination	3	1.0	1.0
12701	BP	GO:0044275	cellular carbohydrate catabolic process	27	1.0	1.0
12702	BP	GO:0097065	anterior head development	5	1.0	1.0
12703	BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	37	1.0	1.0
12704	BP	GO:2000644	regulation of receptor catabolic process	10	1.0	1.0
12705	BP	GO:1904054	regulation of cholangiocyte proliferation	3	1.0	1.0
12706	BP	GO:0051951	positive regulation of glutamate uptake involved in transmission of nerve impulse	2	1.0	1.0
12707	BP	GO:0010905	negative regulation of UDP-glucose catabolic process	1	1.0	1.0
12708	BP	GO:0060024	rhythmic synaptic transmission	3	1.0	1.0
12709	BP	GO:0030032	lamellipodium assembly	35	1.0	1.0
12710	BP	GO:0000964	mitochondrial RNA 5'-end processing	4	1.0	1.0
12711	BP	GO:0038030	non-canonical Wnt signaling pathway via MAPK cascade	6	1.0	1.0
12712	BP	GO:0060897	neural plate regionalization	1	1.0	1.0
12713	BP	GO:0017004	cytochrome complex assembly	23	1.0	1.0
12714	BP	GO:0042427	serotonin biosynthetic process	3	1.0	1.0
12715	BP	GO:0097343	ripoptosome assembly	1	1.0	1.0
12716	BP	GO:0120178	steroid hormone biosynthetic process	26	1.0	1.0
12717	BP	GO:1904733	negative regulation of electron transfer activity	1	1.0	1.0
12718	BP	GO:0060371	regulation of atrial cardiac muscle cell membrane depolarization	7	1.0	1.0
12719	BP	GO:1904220	regulation of serine C-palmitoyltransferase activity	3	1.0	1.0
12720	BP	GO:0051697	protein delipidation	5	1.0	1.0
12721	BP	GO:0060734	regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	1	1.0	1.0
12722	BP	GO:0035751	regulation of lysosomal lumen pH	24	1.0	1.0
12723	BP	GO:0072538	T-helper 17 type immune response	3	1.0	1.0
12724	BP	GO:0031129	inductive cell-cell signaling	1	1.0	1.0
12725	BP	GO:0051251	positive regulation of lymphocyte activation	292	1.0	1.0
12726	BP	GO:0003329	pancreatic PP cell fate commitment	2	1.0	1.0
12727	BP	GO:0061623	glycolytic process from galactose	1	1.0	1.0
12728	BP	GO:0032847	regulation of cellular pH reduction	4	1.0	1.0
12729	BP	GO:0030099	myeloid cell differentiation	186	1.0	1.0
12730	BP	GO:1902805	positive regulation of synaptic vesicle transport	2	1.0	1.0
12731	BP	GO:0006900	vesicle budding from membrane	26	1.0	1.0
12732	BP	GO:2000706	negative regulation of dense core granule biogenesis	1	1.0	1.0
12733	BP	GO:0019452	L-cysteine catabolic process to taurine	1	1.0	1.0
12734	BP	GO:0009149	pyrimidine nucleoside triphosphate catabolic process	2	1.0	1.0
12735	BP	GO:0006683	galactosylceramide catabolic process	1	1.0	1.0
12736	BP	GO:1902931	negative regulation of alcohol biosynthetic process	11	1.0	1.0
12737	BP	GO:0097485	neuron projection guidance	177	1.0	1.0
12738	BP	GO:0046370	fructose biosynthetic process	2	1.0	1.0
12739	BP	GO:0023019	signal transduction involved in regulation of gene expression	19	1.0	1.0
12740	BP	GO:0072719	cellular response to cisplatin	4	1.0	1.0
12741	BP	GO:2000833	positive regulation of steroid hormone secretion	6	1.0	1.0
12742	BP	GO:1903984	positive regulation of TRAIL-activated apoptotic signaling pathway	3	1.0	1.0
12743	BP	GO:0032849	positive regulation of cellular pH reduction	3	1.0	1.0
12744	BP	GO:0032489	regulation of Cdc42 protein signal transduction	8	1.0	1.0
12745	BP	GO:0016266	O-glycan processing	41	1.0	1.0
12746	BP	GO:0010833	telomere maintenance via telomere lengthening	25	1.0	1.0
12747	BP	GO:0097119	postsynaptic density protein 95 clustering	6	1.0	1.0
12748	BP	GO:0140454	protein aggregate center assembly	1	1.0	1.0
12749	BP	GO:0022615	protein to membrane docking	5	1.0	1.0
12750	BP	GO:0030103	vasopressin secretion	1	1.0	1.0
12751	BP	GO:0061318	renal filtration cell differentiation	8	1.0	1.0
12752	BP	GO:0035021	negative regulation of Rac protein signal transduction	3	1.0	1.0
12753	BP	GO:0061030	epithelial cell differentiation involved in mammary gland alveolus development	2	1.0	1.0
12754	BP	GO:0070875	positive regulation of glycogen metabolic process	14	1.0	1.0
12755	BP	GO:0070986	left/right axis specification	10	1.0	1.0
12756	BP	GO:0071211	protein targeting to vacuole involved in autophagy	6	1.0	1.0
12757	BP	GO:1903830	magnesium ion transmembrane transport	9	1.0	1.0
12758	BP	GO:0051260	protein homooligomerization	135	1.0	1.0
12759	BP	GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	7	1.0	1.0
12760	BP	GO:1900106	positive regulation of hyaluranon cable assembly	2	1.0	1.0
12761	BP	GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	3	1.0	1.0
12762	BP	GO:0048297	negative regulation of isotype switching to IgA isotypes	1	1.0	1.0
12763	BP	GO:0015842	aminergic neurotransmitter loading into synaptic vesicle	2	1.0	1.0
12764	BP	GO:1905072	cardiac jelly development	3	1.0	1.0
12765	BP	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	10	1.0	1.0
12766	BP	GO:0048070	regulation of developmental pigmentation	12	1.0	1.0
12767	BP	GO:0009266	response to temperature stimulus	128	1.0	1.0
12768	BP	GO:0030500	regulation of bone mineralization	59	1.0	1.0
12769	BP	GO:0014806	smooth muscle hyperplasia	2	1.0	1.0
12770	BP	GO:1903960	negative regulation of anion transmembrane transport	4	1.0	1.0
12771	BP	GO:0031280	negative regulation of cyclase activity	18	1.0	1.0
12772	BP	GO:1902214	regulation of interleukin-4-mediated signaling pathway	2	1.0	1.0
12773	BP	GO:0098542	defense response to other organism	669	1.0	1.0
12774	BP	GO:0046087	cytidine metabolic process	8	1.0	1.0
12775	BP	GO:0090594	inflammatory response to wounding	7	1.0	1.0
12776	BP	GO:1903207	regulation of hydrogen peroxide-induced neuron death	2	1.0	1.0
12777	BP	GO:0071938	vitamin A transport	1	1.0	1.0
12778	BP	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	26	1.0	1.0
12779	BP	GO:1900923	regulation of glycine import across plasma membrane	2	1.0	1.0
12780	BP	GO:0010662	regulation of striated muscle cell apoptotic process	34	1.0	1.0
12781	BP	GO:0048511	rhythmic process	238	1.0	1.0
12782	BP	GO:0046466	membrane lipid catabolic process	31	1.0	1.0
12783	BP	GO:0009081	branched-chain amino acid metabolic process	20	1.0	1.0
12784	BP	GO:0060129	thyroid-stimulating hormone-secreting cell differentiation	6	1.0	1.0
12785	BP	GO:0003168	Purkinje myocyte differentiation	1	1.0	1.0
12786	BP	GO:0048295	positive regulation of isotype switching to IgE isotypes	4	1.0	1.0
12787	BP	GO:0032368	regulation of lipid transport	114	1.0	1.0
12788	BP	GO:0019860	uracil metabolic process	3	1.0	1.0
12789	BP	GO:0001522	pseudouridine synthesis	11	1.0	1.0
12790	BP	GO:0060437	lung growth	2	1.0	1.0
12791	BP	GO:0106273	cytosol to ERGIC protein transport	1	1.0	1.0
12792	BP	GO:1903490	positive regulation of mitotic cytokinesis	7	1.0	1.0
12793	BP	GO:1903513	endoplasmic reticulum to cytosol transport	16	1.0	1.0
12794	BP	GO:0035782	mature natural killer cell chemotaxis	1	1.0	1.0
12795	BP	GO:0150146	cell junction disassembly	14	1.0	1.0
12796	BP	GO:0060389	pathway-restricted SMAD protein phosphorylation	14	1.0	1.0
12797	BP	GO:1905666	regulation of protein localization to endosome	8	1.0	1.0
12798	BP	GO:0090666	scaRNA localization to Cajal body	5	1.0	1.0
12799	BP	GO:0110017	cap-independent translational initiation of linear mRNA	1	1.0	1.0
12800	BP	GO:0032914	positive regulation of transforming growth factor beta1 production	8	1.0	1.0
12801	BP	GO:0038084	vascular endothelial growth factor signaling pathway	19	1.0	1.0
12802	BP	GO:0010762	regulation of fibroblast migration	30	1.0	1.0
12803	BP	GO:1900738	positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway	4	1.0	1.0
12804	BP	GO:0055096	low-density lipoprotein particle mediated signaling	2	1.0	1.0
12805	BP	GO:2001198	regulation of dendritic cell differentiation	11	1.0	1.0
12806	BP	GO:0014805	smooth muscle adaptation	4	1.0	1.0
12807	BP	GO:0010763	positive regulation of fibroblast migration	10	1.0	1.0
12808	BP	GO:1904782	negative regulation of NMDA glutamate receptor activity	2	1.0	1.0
12809	BP	GO:2000773	negative regulation of cellular senescence	21	1.0	1.0
12810	BP	GO:0006651	diacylglycerol biosynthetic process	8	1.0	1.0
12811	BP	GO:0006059	hexitol metabolic process	2	1.0	1.0
12812	BP	GO:0006264	mitochondrial DNA replication	9	1.0	1.0
12813	BP	GO:0010968	regulation of microtubule nucleation	10	1.0	1.0
12814	BP	GO:0090340	positive regulation of secretion of lysosomal enzymes	1	1.0	1.0
12815	BP	GO:0006839	mitochondrial transport	157	1.0	1.0
12816	BP	GO:0000724	double-strand break repair via homologous recombination	106	1.0	1.0
12817	BP	GO:0032780	negative regulation of ATPase activity	10	1.0	1.0
12818	BP	GO:0008228	opsonization	8	1.0	1.0
12819	BP	GO:0000350	generation of catalytic spliceosome for second transesterification step	2	1.0	1.0
12820	BP	GO:2000832	negative regulation of steroid hormone secretion	4	1.0	1.0
12821	BP	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	5	1.0	1.0
12822	BP	GO:0006029	proteoglycan metabolic process	57	1.0	1.0
12823	BP	GO:0090154	positive regulation of sphingolipid biosynthetic process	6	1.0	1.0
12824	BP	GO:0098927	vesicle-mediated transport between endosomal compartments	23	1.0	1.0
12825	BP	GO:0043116	negative regulation of vascular permeability	13	1.0	1.0
12826	BP	GO:0035815	positive regulation of renal sodium excretion	4	1.0	1.0
12827	BP	GO:2000722	regulation of cardiac vascular smooth muscle cell differentiation	2	1.0	1.0
12828	BP	GO:1902292	cell cycle DNA replication initiation	5	1.0	1.0
12829	BP	GO:1903893	positive regulation of ATF6-mediated unfolded protein response	1	1.0	1.0
12830	BP	GO:0046833	positive regulation of RNA export from nucleus	4	1.0	1.0
12831	BP	GO:0048017	inositol lipid-mediated signaling	65	1.0	1.0
12832	BP	GO:0021830	interneuron migration from the subpallium to the cortex	5	1.0	1.0
12833	BP	GO:0009250	glucan biosynthetic process	18	1.0	1.0
12834	BP	GO:0043414	macromolecule methylation	170	1.0	1.0
12835	BP	GO:0015829	valine transport	3	1.0	1.0
12836	BP	GO:0051344	negative regulation of cyclic-nucleotide phosphodiesterase activity	5	1.0	1.0
12837	BP	GO:0048736	appendage development	31	1.0	1.0
12838	BP	GO:0019062	virion attachment to host cell	8	1.0	1.0
12839	BP	GO:0010748	negative regulation of long-chain fatty acid import across plasma membrane	4	1.0	1.0
12840	BP	GO:0042220	response to cocaine	33	1.0	1.0
12841	BP	GO:0036486	ventral trunk neural crest cell migration	3	1.0	1.0
12842	BP	GO:0045217	cell-cell junction maintenance	16	1.0	1.0
12843	BP	GO:0061820	telomeric D-loop disassembly	9	1.0	1.0
12844	BP	GO:0032460	negative regulation of protein oligomerization	1	1.0	1.0
12845	BP	GO:1903902	positive regulation of viral life cycle	23	1.0	1.0
12846	BP	GO:0060967	negative regulation of gene silencing by RNA	11	1.0	1.0
12847	BP	GO:0061032	visceral serous pericardium development	2	1.0	1.0
12848	BP	GO:0010761	fibroblast migration	15	1.0	1.0
12849	BP	GO:0034389	lipid droplet organization	25	1.0	1.0
12850	BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	17	1.0	1.0
12851	BP	GO:1903538	regulation of meiotic cell cycle process involved in oocyte maturation	2	1.0	1.0
12852	BP	GO:0003400	regulation of COPII vesicle coating	4	1.0	1.0
12853	BP	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	18	1.0	1.0
12854	BP	GO:0006809	nitric oxide biosynthetic process	21	1.0	1.0
12855	BP	GO:0051386	regulation of neurotrophin TRK receptor signaling pathway	9	1.0	1.0
12856	BP	GO:2000417	negative regulation of eosinophil migration	2	1.0	1.0
12857	BP	GO:0070239	regulation of activated T cell autonomous cell death	1	1.0	1.0
12858	BP	GO:0046713	borate transport	1	1.0	1.0
12859	BP	GO:0006465	signal peptide processing	11	1.0	1.0
12860	BP	GO:0071867	response to monoamine	27	1.0	1.0
12861	BP	GO:0031998	regulation of fatty acid beta-oxidation	18	1.0	1.0
12862	BP	GO:0016079	synaptic vesicle exocytosis	32	1.0	1.0
12863	BP	GO:0045828	positive regulation of isoprenoid metabolic process	1	1.0	1.0
12864	BP	GO:0061944	negative regulation of protein K48-linked ubiquitination	2	1.0	1.0
12865	BP	GO:0042796	snRNA transcription by RNA polymerase III	8	1.0	1.0
12866	BP	GO:0050779	RNA destabilization	38	1.0	1.0
12867	BP	GO:0006165	nucleoside diphosphate phosphorylation	42	1.0	1.0
12868	BP	GO:0000117	regulation of transcription involved in G2/M transition of mitotic cell cycle	1	1.0	1.0
12869	BP	GO:0035457	cellular response to interferon-alpha	6	1.0	1.0
12870	BP	GO:0038108	negative regulation of appetite by leptin-mediated signaling pathway	4	1.0	1.0
12871	BP	GO:0046458	hexadecanal metabolic process	1	1.0	1.0
12872	BP	GO:0071219	cellular response to molecule of bacterial origin	167	1.0	1.0
12873	BP	GO:0072100	specification of ureteric bud anterior/posterior symmetry	1	1.0	1.0
12874	BP	GO:2001259	positive regulation of cation channel activity	63	1.0	1.0
12875	BP	GO:0010897	negative regulation of triglyceride catabolic process	5	1.0	1.0
12876	BP	GO:1905768	negative regulation of double-stranded telomeric DNA binding	1	1.0	1.0
12877	BP	GO:0042476	odontogenesis	79	1.0	1.0
12878	BP	GO:0010706	ganglioside biosynthetic process via lactosylceramide	5	1.0	1.0
12879	BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	22	1.0	1.0
12880	BP	GO:0031117	positive regulation of microtubule depolymerization	3	1.0	1.0
12881	BP	GO:0070295	renal water absorption	3	1.0	1.0
12882	BP	GO:0046605	regulation of centrosome cycle	46	1.0	1.0
12883	BP	GO:0045723	positive regulation of fatty acid biosynthetic process	20	1.0	1.0
12884	BP	GO:0001778	plasma membrane repair	23	1.0	1.0
12885	BP	GO:0009247	glycolipid biosynthetic process	56	1.0	1.0
12886	BP	GO:0019640	glucuronate catabolic process to xylulose 5-phosphate	5	1.0	1.0
12887	BP	GO:1904268	positive regulation of Schwann cell chemotaxis	1	1.0	1.0
12888	BP	GO:0032272	negative regulation of protein polymerization	53	1.0	1.0
12889	BP	GO:2000592	regulation of metanephric DCT cell differentiation	2	1.0	1.0
12890	BP	GO:0060900	embryonic camera-type eye formation	2	1.0	1.0
12891	BP	GO:0034440	lipid oxidation	75	1.0	1.0
12892	BP	GO:0072197	ureter morphogenesis	3	1.0	1.0
12893	BP	GO:0140018	regulation of cytoplasmic translational fidelity	1	1.0	1.0
12894	BP	GO:0051926	negative regulation of calcium ion transport	51	1.0	1.0
12895	BP	GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	3	1.0	1.0
12896	BP	GO:1905684	regulation of plasma membrane repair	7	1.0	1.0
12897	BP	GO:0042118	endothelial cell activation	8	1.0	1.0
12898	BP	GO:0015705	iodide transport	6	1.0	1.0
12899	BP	GO:0042558	pteridine-containing compound metabolic process	30	1.0	1.0
12900	BP	GO:0070424	regulation of nucleotide-binding oligomerization domain containing signaling pathway	11	1.0	1.0
12901	BP	GO:0070837	dehydroascorbic acid transport	6	1.0	1.0
12902	BP	GO:1902262	apoptotic process involved in blood vessel morphogenesis	5	1.0	1.0
12903	BP	GO:1903615	positive regulation of protein tyrosine phosphatase activity	2	1.0	1.0
12904	BP	GO:1903190	glyoxal catabolic process	1	1.0	1.0
12905	BP	GO:1905229	cellular response to thyrotropin-releasing hormone	1	1.0	1.0
12906	BP	GO:0014908	myotube differentiation involved in skeletal muscle regeneration	3	1.0	1.0
12907	BP	GO:1904023	regulation of glucose catabolic process to lactate via pyruvate	3	1.0	1.0
12908	BP	GO:1901538	changes to DNA methylation involved in embryo development	7	1.0	1.0
12909	BP	GO:1990268	response to gold nanoparticle	2	1.0	1.0
12910	BP	GO:0032006	regulation of TOR signaling	93	1.0	1.0
12911	BP	GO:0060579	ventral spinal cord interneuron fate commitment	2	1.0	1.0
12912	BP	GO:0010668	ectodermal cell differentiation	4	1.0	1.0
12913	BP	GO:0046476	glycosylceramide biosynthetic process	7	1.0	1.0
12914	BP	GO:0071544	diphosphoinositol polyphosphate catabolic process	1	1.0	1.0
12915	BP	GO:0009304	tRNA transcription	10	1.0	1.0
12916	BP	GO:0001547	antral ovarian follicle growth	2	1.0	1.0
12917	BP	GO:0060214	endocardium formation	1	1.0	1.0
12918	BP	GO:0016051	carbohydrate biosynthetic process	115	1.0	1.0
12919	BP	GO:0106045	guanine deglycation, methylglyoxal removal	1	1.0	1.0
12920	BP	GO:0015887	pantothenate transmembrane transport	1	1.0	1.0
12921	BP	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	3	1.0	1.0
12922	BP	GO:0099576	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	4	1.0	1.0
12923	BP	GO:0043622	cortical microtubule organization	4	1.0	1.0
12924	BP	GO:0038093	Fc receptor signaling pathway	47	1.0	1.0
12925	BP	GO:1990792	cellular response to glial cell derived neurotrophic factor	1	1.0	1.0
12926	BP	GO:0042116	macrophage activation	54	1.0	1.0
12927	BP	GO:0046128	purine ribonucleoside metabolic process	16	1.0	1.0
12928	BP	GO:0032185	septin cytoskeleton organization	2	1.0	1.0
12929	BP	GO:0008615	pyridoxine biosynthetic process	2	1.0	1.0
12930	BP	GO:0061724	lipophagy	2	1.0	1.0
12931	BP	GO:0099039	sphingolipid translocation	4	1.0	1.0
12932	BP	GO:0043456	regulation of pentose-phosphate shunt	6	1.0	1.0
12933	BP	GO:0035962	response to interleukin-13	2	1.0	1.0
12934	BP	GO:0048252	lauric acid metabolic process	2	1.0	1.0
12935	BP	GO:0021556	central nervous system formation	1	1.0	1.0
12936	BP	GO:0034759	regulation of iron ion transmembrane transport	4	1.0	1.0
12937	BP	GO:0050999	regulation of nitric-oxide synthase activity	32	1.0	1.0
12938	BP	GO:0032827	negative regulation of natural killer cell differentiation involved in immune response	2	1.0	1.0
12939	BP	GO:0035624	receptor transactivation	5	1.0	1.0
12940	BP	GO:0021965	spinal cord ventral commissure morphogenesis	2	1.0	1.0
12941	BP	GO:0060405	regulation of penile erection	6	1.0	1.0
12942	BP	GO:0045822	negative regulation of heart contraction	15	1.0	1.0
12943	BP	GO:0006906	vesicle fusion	84	1.0	1.0
12944	BP	GO:0060716	labyrinthine layer blood vessel development	16	1.0	1.0
12945	BP	GO:0071963	establishment or maintenance of cell polarity regulating cell shape	2	1.0	1.0
12946	BP	GO:1903259	exon-exon junction complex disassembly	1	1.0	1.0
12947	BP	GO:1990408	calcitonin gene-related peptide receptor signaling pathway	3	1.0	1.0
12948	BP	GO:1902068	regulation of sphingolipid mediated signaling pathway	1	1.0	1.0
12949	BP	GO:0002320	lymphoid progenitor cell differentiation	11	1.0	1.0
12950	BP	GO:0038026	reelin-mediated signaling pathway	7	1.0	1.0
12951	BP	GO:0071847	TNFSF11-mediated signaling pathway	5	1.0	1.0
12952	BP	GO:1905764	regulation of protection from non-homologous end joining at telomere	3	1.0	1.0
12953	BP	GO:0016037	light absorption	1	1.0	1.0
12954	BP	GO:0055062	phosphate ion homeostasis	12	1.0	1.0
12955	BP	GO:0007589	body fluid secretion	60	1.0	1.0
12956	BP	GO:1903402	regulation of renal phosphate excretion	1	1.0	1.0
12957	BP	GO:0044245	polysaccharide digestion	4	1.0	1.0
12958	BP	GO:0032458	slow endocytic recycling	1	1.0	1.0
12959	BP	GO:0086054	bundle of His cell to Purkinje myocyte communication by electrical coupling	1	1.0	1.0
12960	BP	GO:0002528	regulation of vascular permeability involved in acute inflammatory response	2	1.0	1.0
12961	BP	GO:0043982	histone H4-K8 acetylation	16	1.0	1.0
12962	BP	GO:0043628	ncRNA 3'-end processing	32	1.0	1.0
12963	BP	GO:0009223	pyrimidine deoxyribonucleotide catabolic process	18	1.0	1.0
12964	BP	GO:0031954	positive regulation of protein autophosphorylation	23	1.0	1.0
12965	BP	GO:1905447	negative regulation of mitochondrial ATP synthesis coupled electron transport	2	1.0	1.0
12966	BP	GO:0034203	glycolipid translocation	1	1.0	1.0
12967	BP	GO:0021692	cerebellar Purkinje cell layer morphogenesis	2	1.0	1.0
12968	BP	GO:1901380	negative regulation of potassium ion transmembrane transport	24	1.0	1.0
12969	BP	GO:0071472	cellular response to salt stress	8	1.0	1.0
12970	BP	GO:1902816	regulation of protein localization to microtubule	2	1.0	1.0
12971	BP	GO:0003406	retinal pigment epithelium development	5	1.0	1.0
12972	BP	GO:0007220	Notch receptor processing	9	1.0	1.0
12973	BP	GO:0016127	sterol catabolic process	8	1.0	1.0
12974	BP	GO:0055020	positive regulation of cardiac muscle fiber development	1	1.0	1.0
12975	BP	GO:0071670	smooth muscle cell chemotaxis	2	1.0	1.0
12976	BP	GO:0043379	memory T cell differentiation	1	1.0	1.0
12977	BP	GO:0120179	adherens junction disassembly	1	1.0	1.0
12978	BP	GO:0010659	cardiac muscle cell apoptotic process	12	1.0	1.0
12979	BP	GO:0006434	seryl-tRNA aminoacylation	2	1.0	1.0
12980	BP	GO:0002646	regulation of central tolerance induction	1	1.0	1.0
12981	BP	GO:0015816	glycine transport	7	1.0	1.0
12982	BP	GO:0001816	cytokine production	19	1.0	1.0
12983	BP	GO:1903691	positive regulation of wound healing, spreading of epidermal cells	3	1.0	1.0
12984	BP	GO:0008626	granzyme-mediated apoptotic signaling pathway	1	1.0	1.0
12985	BP	GO:0071173	spindle assembly checkpoint signaling	29	1.0	1.0
12986	BP	GO:0002803	positive regulation of antibacterial peptide production	4	1.0	1.0
12987	BP	GO:2000772	regulation of cellular senescence	38	1.0	1.0
12988	BP	GO:0008593	regulation of Notch signaling pathway	67	1.0	1.0
12989	BP	GO:2000635	negative regulation of primary miRNA processing	4	1.0	1.0
12990	BP	GO:1901980	positive regulation of inward rectifier potassium channel activity	2	1.0	1.0
12991	BP	GO:0010035	response to inorganic substance	429	1.0	1.0
12992	BP	GO:0033033	negative regulation of myeloid cell apoptotic process	18	1.0	1.0
12993	BP	GO:1990791	dorsal root ganglion development	5	1.0	1.0
12994	BP	GO:0035881	amacrine cell differentiation	6	1.0	1.0
12995	BP	GO:0090326	positive regulation of locomotion involved in locomotory behavior	1	1.0	1.0
12996	BP	GO:0010658	striated muscle cell apoptotic process	13	1.0	1.0
12997	BP	GO:2001019	positive regulation of retrograde axon cargo transport	2	1.0	1.0
12998	BP	GO:0002858	regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	9	1.0	1.0
12999	BP	GO:0050667	homocysteine metabolic process	11	1.0	1.0
13000	BP	GO:0050822	peptide stabilization	1	1.0	1.0
13001	BP	GO:2001250	positive regulation of ammonia assimilation cycle	1	1.0	1.0
13002	BP	GO:0039020	pronephric nephron tubule development	1	1.0	1.0
13003	BP	GO:0061041	regulation of wound healing	104	1.0	1.0
13004	BP	GO:0051301	cell division	343	1.0	1.0
13005	BP	GO:0061515	myeloid cell development	48	1.0	1.0
13006	BP	GO:0021861	forebrain radial glial cell differentiation	7	1.0	1.0
13007	BP	GO:0071447	cellular response to hydroperoxide	6	1.0	1.0
13008	BP	GO:0046416	D-amino acid metabolic process	3	1.0	1.0
13009	BP	GO:0001960	negative regulation of cytokine-mediated signaling pathway	61	1.0	1.0
13010	BP	GO:2000820	negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation	3	1.0	1.0
13011	BP	GO:0051823	regulation of synapse structural plasticity	5	1.0	1.0
13012	BP	GO:0006787	porphyrin-containing compound catabolic process	10	1.0	1.0
13013	BP	GO:0050803	regulation of synapse structure or activity	6	1.0	1.0
13014	BP	GO:0051412	response to corticosterone	13	1.0	1.0
13015	BP	GO:1905301	regulation of macropinocytosis	3	1.0	1.0
13016	BP	GO:0002074	extraocular skeletal muscle development	2	1.0	1.0
13017	BP	GO:0043181	vacuolar sequestering	1	1.0	1.0
13018	BP	GO:0071621	granulocyte chemotaxis	80	1.0	1.0
13019	BP	GO:0034959	endothelin maturation	1	1.0	1.0
13020	BP	GO:0009137	purine nucleoside diphosphate catabolic process	4	1.0	1.0
13021	BP	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	17	1.0	1.0
13022	BP	GO:0060166	olfactory pit development	2	1.0	1.0
13023	BP	GO:2000035	regulation of stem cell division	6	1.0	1.0
13024	BP	GO:0002854	positive regulation of T cell mediated cytotoxicity directed against tumor cell target	1	1.0	1.0
13025	BP	GO:0099643	signal release from synapse	58	1.0	1.0
13026	BP	GO:0036268	swimming	1	1.0	1.0
13027	BP	GO:0045345	positive regulation of MHC class I biosynthetic process	6	1.0	1.0
13028	BP	GO:0031122	cytoplasmic microtubule organization	47	1.0	1.0
13029	BP	GO:0021533	cell differentiation in hindbrain	13	1.0	1.0
13030	BP	GO:0140051	positive regulation of endocardial cushion to mesenchymal transition	1	1.0	1.0
13031	BP	GO:0045005	DNA-dependent DNA replication maintenance of fidelity	43	1.0	1.0
13032	BP	GO:0044058	regulation of digestive system process	29	1.0	1.0
13033	BP	GO:0002299	alpha-beta intraepithelial T cell differentiation	1	1.0	1.0
13034	BP	GO:2000383	regulation of ectoderm development	1	1.0	1.0
13035	BP	GO:0061564	axon development	35	1.0	1.0
13036	BP	GO:0090143	nucleoid organization	1	1.0	1.0
13037	BP	GO:1901401	regulation of tetrapyrrole metabolic process	3	1.0	1.0
13038	BP	GO:1904025	positive regulation of glucose catabolic process to lactate via pyruvate	1	1.0	1.0
13039	BP	GO:0061100	lung neuroendocrine cell differentiation	1	1.0	1.0
13040	BP	GO:0045176	apical protein localization	9	1.0	1.0
13041	BP	GO:0032049	cardiolipin biosynthetic process	7	1.0	1.0
13042	BP	GO:1990823	response to leukemia inhibitory factor	84	1.0	1.0
13043	BP	GO:0006679	glucosylceramide biosynthetic process	2	1.0	1.0
13044	BP	GO:0042773	ATP synthesis coupled electron transport	11	1.0	1.0
13045	BP	GO:0071638	negative regulation of monocyte chemotactic protein-1 production	4	1.0	1.0
13046	BP	GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	16	1.0	1.0
13047	BP	GO:0042867	pyruvate catabolic process	3	1.0	1.0
13048	BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	60	1.0	1.0
13049	BP	GO:0019262	N-acetylneuraminate catabolic process	7	1.0	1.0
13050	BP	GO:0001794	type IIa hypersensitivity	2	1.0	1.0
13051	BP	GO:2000202	positive regulation of ribosomal subunit export from nucleus	1	1.0	1.0
13052	BP	GO:0071929	alpha-tubulin acetylation	3	1.0	1.0
13053	BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	41	1.0	1.0
13054	BP	GO:0021872	forebrain generation of neurons	1	1.0	1.0
13055	BP	GO:0034486	vacuolar transmembrane transport	1	1.0	1.0
13056	BP	GO:0032887	regulation of spindle elongation	1	1.0	1.0
13057	BP	GO:0035878	nail development	5	1.0	1.0
13058	BP	GO:0150099	neuron-glial cell signaling	5	1.0	1.0
13059	BP	GO:1900006	positive regulation of dendrite development	14	1.0	1.0
13060	BP	GO:0106383	dAMP salvage	3	1.0	1.0
13061	BP	GO:0090249	regulation of cell migration involved in somitogenic axis elongation	1	1.0	1.0
13062	BP	GO:0002033	angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure	1	1.0	1.0
13063	BP	GO:0014743	regulation of muscle hypertrophy	46	1.0	1.0
13064	BP	GO:0090435	protein localization to nuclear envelope	11	1.0	1.0
